title,artist,album,cover,file
Easy,Lionel Richie,Tuskegee,tuskegee.webp,easy.mp3
"Say You, Say Me",Lionel Richie,Dancing On The Ceiling (Expanded Edition),dancing_on_the_ceiling_expanded_edition.webp,say_you_say_me.mp3
Stuck On You,Lionel Richie,Can't Slow Down,cant_slow_down.webp,stuck_on_you.mp3
