title,artist,album,cover,file
Listen To Your Heart,Roxette,Look Sharp!,look_sharp.webp,listen_to_your_heart.mp3
Spending My Time,Roxette,Joyride (Deluxe Version),joyride_deluxe_version.webp,spending_my_time.mp3
