title,artist,album,cover,file
Head Over Heels,Tears For Fears,Rule The World: The Greatest Hits,rule_the_world_the_greatest_hits.webp,head_over_heels.mp3
Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),songs_from_the_big_chair_super_deluxe_edition.webp,everybody_wants_to_rule_the_world.mp3
